交易日期,縣市,鄉鎮市區,土地位置建物門牌,建物型態,建坪,屋齡,總價_萬,單價_萬每坪,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建築完成年月,移轉層次,總樓層數
2026-03-30,新北市,新店區,新北市新店區新和街４８巷１３號五樓,住宅大樓(11層含以上有電梯),36.983651386886926,28.6,1050.0,28.3910733155,3,2,1,0860828,五層,十一層
2026-03-30,新北市,新店區,新北市新店區北宜路二段４２１巷２弄６１號六樓,華廈(10層含以下有電梯),28.513651069261915,12.4,1228.0,43.067105823000006,2,2,1,1021108,六層,八層
2026-03-30,新北市,新店區,新北市新店區文記街６號九樓,住宅大樓(11層含以上有電梯),96.96940363635264,0.7,6570.0,92.46115355750001,4,2,3,1140702,九層,二十四層
2026-03-30,新北市,新店區,新北市新店區中興路二段２０１號八樓之三,住宅大樓(11層含以上有電梯),10.696400401115014,24.8,850.0,79.4661127225,1,1,1,0900629,八層,十七層
2026-03-29,新北市,新店區,新北市新店區中正路４００巷１１號,公寓(5樓含以下無電梯),25.440250954009407,,2000.0,78.615534242,3,2,2,,一層,四層
2026-03-29,新北市,新店區,新北市新店區新坡一街１０５號六樓,住宅大樓(11層含以上有電梯),40.65600152460006,31.0,1528.0,45.0092545105,2,2,1,0840412,六層,十三層
2026-03-29,新北市,新店區,新北市新店區中央路１６５號五樓,住宅大樓(11層含以上有電梯),104.14470390542638,13.4,5388.0,54.4413202725,4,2,3,1011114,五層,二十六層
2026-03-29,新北市,新店區,新北市新店區安和路三段７４巷４號八樓,住宅大樓(11層含以上有電梯),29.89910112121629,28.8,1520.0,50.83768404400001,3,2,2,0860604,八層,十二層
2026-03-29,新北市,新店區,新北市新店區安民街３２８巷２號三樓,公寓(5樓含以下無電梯),26.284225985658473,43.1,965.0,36.71404821,2,2,1,0720222,三層,五層
2026-03-29,新北市,新店區,新北市新店區自強路８６號四樓,公寓(5樓含以下無電梯),27.53960103273504,44.8,710.0,25.781156058,3,3,2,0700613,四層，陽台,四層
2026-03-29,新北市,新店區,新北市新店區玫瑰路６１巷３９號二樓,公寓(5樓含以下無電梯),42.73115160241818,36.3,950.0,22.232065282,3,2,2,0781207,二層，三層,五層
2026-03-29,新北市,新店區,新北市新店區十四張路３８１號十五樓之８,住宅大樓(11層含以上有電梯),38.266251434984426,4.6,2320.0,68.3494189245,3,2,2,1100906,十五層,十五層
2026-03-29,新北市,新店區,新北市新店區黎明路１０６號十四樓,住宅大樓(11層含以上有電梯),53.67560201283507,34.1,1150.0,21.4251231635,3,2,2,0810307,十四層,十六層
2026-03-29,新北市,新店區,新北市新店區安祥路１０６巷２３０號三樓,公寓(5樓含以下無電梯),24.481325918049723,27.8,615.0,25.121321372000004,3,2,2,0870608,三層,四層
2026-03-28,新北市,新店區,新北市新店區央北二路２０６巷１１號九樓,住宅大樓(11層含以上有電梯),43.44807662930287,1.8,3488.0,90.918343698,3,2,2,1130614,九層,十五層
2026-03-28,新北市,新店區,新北市新店區永業路８１巷７弄１９號三樓,公寓(5樓含以下無電梯),23.416525878119717,45.3,575.0,24.555370980000003,3,2,1,0691212,三層，陽台,五層
2026-03-28,新北市,新店區,新北市新店區安民街３９之２號三樓,住宅大樓(11層含以上有電梯),51.66397693739913,16.9,2430.0,55.4138822195,3,2,2,0980501,三層,十三層
2026-03-26,新北市,新店區,新北市新店區中正路３０７巷１８號七樓,華廈(10層含以下有電梯),35.78272634185224,43.3,2608.0,72.88429478750001,3,2,2,0711122,七層,七層
2026-03-26,新北市,新店區,新北市新店區永安街６８巷２號三樓,公寓(5樓含以下無電梯),23.958000898425034,47.0,900.0,37.565618426,3,2,1,0680330,三層,四層
2026-03-26,新北市,新店區,新北市新店區碧安街７巷８號,透天厝,26.934601010047537,54.2,1400.0,51.977849290500004,2,2,1,0610106,全,二層
2026-03-26,新北市,新店區,新北市新店區檳榔路１１號四樓,公寓(5樓含以下無電梯),30.8761761578566,41.5,1300.0,42.103800074000006,3,2,2,0730925,四層,五層
2026-03-25,新北市,新店區,新北市新店區文記街５２號十六樓,住宅大樓(11層含以上有電梯),23.416525878119717,0.6,2200.0,93.9507402785,2,2,1,1140807,十六層,二十四層
2026-03-24,新北市,新店區,新北市新店區三民路３１－９號四樓,住宅大樓(11層含以上有電梯),35.44997632937411,40.8,1818.0,51.2836344405,3,2,2,0740620,四層,十二層
2026-03-23,新北市,新店區,新北市新店區安康路二段３４１巷１０８號四樓,公寓(5樓含以下無電梯),40.75280152823005,35.3,1230.0,30.18181705,5,2,2,0791120,四層,四層
2026-03-23,新北市,新店區,新北市新店區頂城三街１４９號,透天厝,63.891027395913525,16.9,4400.0,68.8671048555,4,2,3,0980429,全,三層
2026-03-23,新北市,新店區,新北市新店區中央路１７５號四樓之８,住宅大樓(11層含以上有電梯),27.926801047255037,13.4,1968.0,70.470080002,1,2,1,1011114,四層,二十層
2026-03-23,新北市,新店區,新北市新店區中央路１８１號二十七樓之１,住宅大樓(11層含以上有電梯),23.588950884585657,13.4,2021.0,85.6756992665,1,2,1,1011114,二十七層,二十八層
